ID,Age,Income,Education,Marital_Status,Total_Spending,Total_Children,Total_Purchases,Total_Campaigns_Accepted,Cluster_KMeans,Cluster_Hierarchical,Cluster_DBSCAN
2656,53,40851.0,Graduation,Divorced,59,2,4,0,0,1,0
7990,77,27469.0,Graduation,Married,17,0,3,0,0,1,0
8722,67,82347.0,2n Cycle,Married,1853,0,24,3,1,0,0
7118,67,73803.0,Graduation,Married,1528,1,20,2,1,0,0
2980,72,8820.0,Master,Single,35,2,6,0,0,1,0
1839,50,43322.0,Graduation,Single,141,0,7,0,0,1,0
10722,51,55593.0,Graduation,Together,546,1,15,1,0,0,0
2632,70,50501.0,Graduation,Married,500,2,13,2,0,1,0
9014,49,37085.0,Graduation,Married,61,2,6,0,0,1,0
7620,34,16185.0,Basic,Single,106,1,6,0,0,1,0
10968,55,57731.0,Graduation,Single,704,1,22,0,1,0,0
11133,51,48432.0,PhD,YOLO,424,1,14,1,0,1,0
2736,46,73807.0,Graduation,Married,849,1,21,0,1,0,0
1876,34,18929.0,Graduation,Married,85,0,5,0,0,1,0
5959,56,35893.0,Graduation,Single,199,2,9,0,0,1,0
1092,44,61014.0,Graduation,Married,1147,1,16,0,1,0,0
4333,70,32144.0,Graduation,Together,54,2,6,1,0,1,0
3850,61,14918.0,Basic,Together,43,1,4,0,0,1,0
6168,61,45146.0,Graduation,Divorced,53,2,4,0,0,1,0
607,69,41769.0,2n Cycle,Divorced,521,1,16,0,0,0,0
10469,43,88325.0,Graduation,Together,1623,0,17,0,1,0,0
6983,74,38054.0,Master,Divorced,45,2,5,0,0,1,0
3661,29,80617.0,2n Cycle,Single,1435,0,18,0,1,0,0
9303,48,5305.0,Graduation,Married,32,1,1,0,0,1,0
692,70,36807.0,Graduation,Together,16,2,3,0,0,1,0
736,41,28427.0,Graduation,Together,52,1,5,0,0,1,0
9589,76,82032.0,PhD,Widow,1234,0,17,0,1,0,0
4838,46,22775.0,Graduation,Together,15,1,3,0,0,1,0
9246,39,40101.0,Master,Together,415,1,13,0,0,1,0
6261,45,58025.0,Graduation,Married,470,1,15,0,0,0,0
7366,42,75777.0,Master,Single,1438,0,20,3,1,0,0
10659,45,7500.0,2n Cycle,Together,53,1,7,0,0,1,0
1448,61,33562.0,Master,Married,51,3,6,0,0,1,0
4286,54,57642.0,PhD,Single,679,1,19,1,1,0,0
4749,56,58554.0,Graduation,Together,586,2,16,0,0,1,0
4478,45,63777.0,Graduation,Married,653,2,18,0,0,1,0
4201,62,57967.0,Graduation,Single,468,1,14,0,0,0,0
8720,46,51381.5,2n Cycle,Together,1679,0,1,1,1,0,-1
10084,52,24434.0,Graduation,Married,50,2,5,0,0,1,0
7004,40,11012.0,Graduation,Single,84,1,6,1,0,1,0
9817,54,44802.0,Master,Single,1049,0,25,0,1,0,0
8080,38,26816.0,Graduation,Single,22,0,3,0,0,1,0
8372,50,34421.0,Graduation,Married,30,1,3,0,0,1,0
10870,57,61223.0,Graduation,Married,1341,1,16,0,1,0,0
4001,78,64014.0,PhD,Together,444,3,15,1,0,1,0
7270,43,56981.0,Graduation,Divorced,1241,0,18,1,1,0,0
8235,68,69245.0,Master,Together,843,1,21,0,1,0,0
9405,70,52869.0,PhD,Married,172,2,8,1,0,1,0
